114,9136721,9242089,1
115,9136970,9242089,1
116,9137216,9242089,1
117,9137467,9242089,1
118,9137717,9242089,1
119,9137968,9242089,1
120,9138214,9242089,1
121,9138461,9242089,1
122,9138715,9242089,1
123,9138967,9242089,1
124,9142089,9242089,1
125,9359718,9554042,1
126,9375458,9554042,1
127,9454042,9554042,1
128,9671852,9866109,1
129,9766109,9866109,1
130,9983840,10000000,1
131,10078262,10178262,1
132,10295851,10490284,1
133,10390284,10490284,1
134,10575172,10802028,1
135,10585884,10802028,1
136,10607838,10802028,1
137,10702028,10802028,1
138,10919865,11000000,1
139,11014153,11114153,1
140,11231839,11426127,1
141,11326127,11426127,1
142,11543826,11738280,1
143,11638280,11738280,1
144,11855835,12000000,1
145,11950040,12000000,1
146,12024929,12138412,1
147,12035167,12138412,1
148,12035679,12138412,1
149,12035922,12138412,1
150,12036169,12138412,1
151,12036416,12138412,1
152,12036671,12138412,1
153,12036919,12138412,1
154,12037166,12138412,1
155,12037414,12138412,1
156,12037668,12138412,1
157,12037918,12138412,1
158,12038164,12138412,1
159,12038412,12138412,1
160,12167816,12362135,1
161,12259439,12362135,1
162,12262135,12362135,1
163,12479834,12674151,1
164,12574151,12674151,1
165,12791804,12986050,1
166,12886050,12986050,1
167,13103814,13298217,1
168,13198217,13298217,1
169,13415810,13610013,1
170,13474620,13610013,1
171,13475933,13610013,1
172,13510013,13610013,1
173,13727796,13921990,1
174,13821990,13921990,1
175,14039772,14233983,1
176,14133983,14233983,1
177,14351801,14545972,1
178,14445972,14545972,1
179,14663778,14858430,1
180,14758430,14858430,1
181,14914970,15000000,1
182,14925235,15000000,1
183,14925896,15000000,1
184,14926141,15000000,1
185,14926388,15000000,1
186,14926636,15000000,1
187,14926885,15000000,1
188,14927137,15000000,1
189,14927385,15000000,1
190,14927641,15000000,1
191,14927881,15000000,1
192,14928135,15000000,1
193,14928383,15000000,1
194,14928631,15000000,1
195,14975754,15000000,1
196,15070003,15250457,1
197,15150457,15250457,1
198,15287763,15481990,1
199,15381990,15481990,1
200,15599782,15794509,1
201,15694509,15794509,1
202,15911781,16000000,1
203,16006162,16106162,1
204,16223777,16475961,1
205,16317983,16475961,1
206,16364880,16475961,1
207,16375961,16475961,1
208,16535769,16729928,1
209,16629928,16729928,1
210,16847754,17000000,1
211,16942157,17000000,1
212,17159735,17354618,1
213,17254618,17354618,1
214,17471767,17666733,1
215,17566733,17666733,1
216,17783741,17977980,1
217,17815074,17977980,1
218,17825321,17977980,1
219,17826461,17977980,1
220,17826665,17977980,1
221,17826922,17977980,1
222,17827165,17977980,1
223,17827416,17977980,1
224,17827660,17977980,1
225,17827913,17977980,1
226,17828162,17977980,1
227,17828411,17977980,1
228,17828657,17977980,1
229,17828910,17977980,1
230,17829165,17977980,1
231,17877980,17977980,1
232,18050484,18289907,1
233,18095715,18289907,1
234,18189907,18289907,1
235,18407723,18601894,1
236,18501894,18601894,1
237,18719704,18913897,1
238,18813897,18913897,1
239,19016140,19116140,1
240,19126001,19226001,1
241,19265383,19537987,1
242,19276032,19537987,1
243,19343706,19537987,1
244,19437987,19537987,1
245,19655715,19849884,1
246,19749884,19849884,1
247,19967683,20000000,1
248,20061975,20161975,1
249,20279703,20473934,1
250,20373934,20473934,1
251,20591696,20828647,1
252,20686105,20828647,1
253,20715066,20828647,1
254,20725323,20828647,1
255,20725931,20828647,1
256,20726159,20828647,1
257,20726405,20828647,1
258,20726654,20828647,1
259,20726909,20828647,1
260,20727154,20828647,1
261,20727411,20828647,1
262,20727654,20828647,1
263,20727904,20828647,1
264,20728151,20828647,1
265,20728399,20828647,1
266,20728647,20828647,1
267,20903692,21000000,1
268,20950498,21000000,1
269,20997896,21000000,1
270,21215695,21409925,1
271,21309925,21409925,1
272,21527655,21721886,1
273,21621886,21721886,1
274,21839678,22000000,1
275,21933848,22000000,1
276,22151665,22345899,1
277,22164892,22345899,1
278,22176491,22345899,1
279,22245899,22345899,1
280,22463656,22657855,1
281,22557855,22657855,1
282,22775630,22969921,1
283,22869921,22969921,1
284,23087622,23281985,1
285,23181985,23281985,1
286,23399638,23593980,1
287,23493980,23593980,1
288,23615126,23949603,1
289,23625343,23949603,1
290,23626502,23949603,1
291,23626729,23949603,1
292,23626978,23949603,1
293,23627224,23949603,1
294,23627471,23949603,1
295,23627725,23949603,1
296,23627974,23949603,1
297,23628222,23949603,1
298,23628469,23949603,1
299,23628722,23949603,1
300,23628973,23949603,1
301,23629219,23949603,1
302,23711610,23949603,1
303,23805840,23949603,1
304,23849603,23949603,1
305,24023605,24218053,1
306,24118053,24218053,1
307,24335618,24529825,1
308,24429825,24529825,1
309,24647621,24841813,1
310,24741813,24841813,1
311,24959604,25000000,1
312,25053976,25176526,1
313,25065464,25176526,1
314,25076526,25176526,1
315,25271622,25465780,1
316,25365780,25465780,1
317,25583613,25777982,1
318,25677982,25777982,1
319,25895621,26000000,1
320,25989787,26000000,1
321,26207578,26401807,1
322,26301807,26401807,1
323,26515171,26713876,1
324,26519552,26713876,1
325,26525438,26713876,1
326,26525983,26713876,1
327,26526224,26713876,1
328,26526479,26713876,1
329,26526726,26713876,1
330,26526977,26713876,1
331,26527222,26713876,1
332,26527475,26713876,1
333,26527723,26713876,1
334,26527970,26713876,1
335,26528225,26713876,1
336,26528471,26713876,1
337,26528720,26713876,1
338,26613876,26713876,1
339,26749624,27000000,1
340,26831576,27000000,1
341,26925755,27000000,1
342,27143582,27338097,1
343,27238097,27338097,1
344,27455571,27649736,1
345,27549736,27649736,1
346,27767574,27962089,1
347,27862089,27962089,1
348,27964901,28000000,1
349,27966548,28000000,1
350,28079572,28274321,1
351,28174321,28274321,1
352,28391555,28585739,1
353,28485739,28585739,1
354,28703531,28897698,1
355,28797698,28897698,1
356,29015536,29209826,1
357,29109826,29209826,1
358,29327546,29521695,1
359,29405227,29521695,1
360,29415461,29521695,1
361,29416201,29521695,1
362,29416433,29521695,1
363,29416680,29521695,1
364,29416930,29521695,1
365,29417180,29521695,1
366,29417429,29521695,1
367,29417677,29521695,1
368,29417926,29521695,1
369,29418179,29521695,1
370,29418427,29521695,1
371,29418674,29521695,1
372,29418924,29521695,1
373,29421695,29521695,1
374,29640344,29833706,1
375,29655115,29833706,1
376,29733706,29833706,1
377,29951519,30000000,1
378,30046210,30146210,1
379,30263508,30457754,1
380,30357754,30457754,1
381,30575502,30769700,1
382,30669700,30769700,1
383,30855188,31000000,1
384,30866198,31000000,1
385,30887487,31000000,1
386,30981688,31000000,1
387,31199490,31394081,1
388,31294081,31394081,1
389,31511482,31705708,1
390,31605708,31705708,1
391,31823506,32000000,1
392,31882354,32000000,1
393,31917663,32000000,1
394,32135502,32418443,1
395,32229676,32418443,1
396,32305222,32418443,1
397,32315473,32418443,1
398,32315701,32418443,1
399,32315953,32418443,1
400,32316201,32418443,1
401,32316448,32418443,1
402,32316696,32418443,1
403,32316960,32418443,1
404,32317200,32418443,1
405,32317446,32418443,1
406,32317693,32418443,1
407,32317949,32418443,1
408,32318196,32418443,1
409,32318443,32418443,1
410,32447495,32641648,1
411,32539459,32641648,1
412,32541648,32641648,1
413,32759478,32957012,1
414,32857012,32957012,1
415,33087066,33265766,1
416,33165766,33265766,1
417,33383481,33577658,1
418,33477658,33577658,1
419,33695468,33889617,1
420,33754727,33889617,1
421,33756188,33889617,1
422,33789617,33889617,1
423,34007463,34201656,1
424,34101656,34201656,1
425,34319455,34513759,1
426,34413759,34513759,1
427,34631440,34825636,1
428,34725636,34825636,1
429,34943451,35000000,1
430,35037708,35137708,1
431,35195283,35529755,1
432,35205492,35529755,1
433,35205939,35529755,1
434,35206181,35529755,1
435,35206429,35529755,1
436,35206684,35529755,1
437,35206933,35529755,1
438,35207178,35529755,1
439,35207426,35529755,1
440,35207681,35529755,1
441,35207928,35529755,1
442,35208176,35529755,1
443,35208423,35529755,1
444,35208679,35529755,1
445,35255421,35529755,1
446,35349628,35529755,1
447,35429755,35529755,1
448,35567402,35761673,1
449,35661673,35761673,1
450,35879402,36000000,1
451,35973594,36000000,1
452,36175797,36275797,1
453,36285836,36385836,1
454,36503406,36746658,1
455,36597845,36746658,1
456,36644862,36746658,1
457,36646658,36746658,1
458,36815410,37000000,1
459,36909596,37000000,1
460,37127366,37321753,1
461,37221753,37321753,1
462,37439398,37633572,1
463,37533572,37633572,1
464,37751397,37945848,1
465,37845848,37945848,1
466,38063387,38257608,1
467,38085322,38257608,1
468,38095587,38257608,1
469,38096170,38257608,1
470,38096400,38257608,1
471,38096647,38257608,1
472,38096896,38257608,1
473,38097150,38257608,1
474,38097397,38257608,1
475,38097644,38257608,1
476,38097893,38257608,1
477,38098147,38257608,1
478,38098395,38257608,1
479,38098643,38257608,1
480,38098893,38257608,1
481,38157608,38257608,1
482,38319480,38569601,1
483,38375361,38569601,1
484,38469601,38569601,1
485,38687365,38881719,1
486,38781719,38881719,1
487,38999368,39000000,1
488,39124852,39224852,1
489,39326963,39426963,1
490,39436780,39646725,1
491,39535132,39646725,1
492,39546725,39646725,1
493,39654537,39848790,1
494,39748790,39848790,1
495,39966575,40000000,1
496,40060762,40160762,1
497,40278549,40472748,1
498,40372748,40472748,1
499,40590553,40784710,1
500,40684710,40784710,1
501,40902528,41000000,1
502,40985347,41000000,1
503,40995619,41000000,1
504,40996672,41000000,1
505,40996701,41000000,1
506,40996957,41000000,1
507,40997204,41000000,1
508,40997452,41000000,1
509,40997699,41000000,1
510,40997948,41000000,1
511,40998202,41000000,1
512,40998450,41000000,1
513,40998699,41000000,1
514,40998947,41000000,1
515,40999200,41000000,1
516,40999447,41000000,1
517,41214497,41408735,1
518,41219858,41408735,1
519,41308735,41408735,1
520,41526525,41720716,1
521,41620716,41720716,1
522,41838525,42000000,1
523,41932718,42000000,1
524,42150492,42344835,1
525,42244835,42344835,1
526,42435712,42656679,1
527,42446346,42656679,1
528,42462505,42656679,1
529,42556679,42656679,1
530,42774499,42969579,1
531,42869579,42969579,1
532,43086822,43280758,1
533,43180758,43280758,1
534,43398491,43592685,1
535,43492685,43592685,1
536,43694900,43794900,1
537,43805425,43998932,1
538,43885359,43998932,1
539,43895625,43998932,1
540,43896192,43998932,1
541,43896433,43998932,1
542,43896681,43998932,1
543,43896938,43998932,1
544,43897182,43998932,1
545,43897430,43998932,1
546,43897678,43998932,1
547,43897933,43998932,1
548,43898181,43998932,1
549,43898429,43998932,1
550,43898677,43998932,1
551,43898932,43998932,1
552,44022486,44219585,1
553,44116704,44219585,1
554,44119585,44219585,1
555,44334474,44528635,1
556,44428635,44528635,1
557,44646483,44840860,1
558,44740860,44840860,1
559,44958477,45000000,1
560,45052703,45152703,1
561,45270436,45464662,1
562,45335117,45464662,1
563,45336336,45464662,1
564,45364662,45464662,1
565,45566860,45666860,1
566,45676658,45776658,1
567,45894475,46000000,1
568,45988727,46000000,1
569,46206473,46401302,1
570,46301302,46401302,1
571,46518432,46712599,1
572,46612599,46712599,1
573,46775406,47000000,1
574,46785652,47000000,1
575,46786431,47000000,1
576,46786660,47000000,1
577,46786908,47000000,1
578,46787153,47000000,1
579,46787401,47000000,1
580,46787653,47000000,1
581,46787902,47000000,1
582,46788150,47000000,1
583,46788398,47000000,1
584,46788651,47000000,1
585,46788902,47000000,1
586,46789148,47000000,1
587,46830420,47000000,1
588,46924614,47000000,1
589,47009920,47109920,1
590,47142448,47336858,1
591,47236858,47336858,1
592,47454422,47648552,1
593,47548552,47648552,1
594,47766431,47961003,1
595,47861003,47961003,1
596,48078403,48336824,1
597,48172796,48336824,1
598,48225386,48336824,1
599,48236824,48336824,1
600,48374793,48474793,1
601,48484585,48584585,1
602,48702430,48896633,1
603,48796633,48896633,1
604,49014408,49208597,1
605,49108597,49208597,1
606,49326388,49520594,1
607,49420594,49520594,1
608,49638385,49832620,1
609,49675487,49832620,1
610,49685749,49832620,1
611,49686976,49832620,1
612,49687195,49832620,1
613,49687456,49832620,1
614,49687695,49832620,1
615,49687944,49832620,1
616,49688191,49832620,1
617,49688445,49832620,1
618,49688692,49832620,1
619,49688942,49832620,1
620,49689188,49832620,1
621,49689443,49832620,1
622,49689689,49832620,1
623,49732620,49832620,1
624,49909626,50000000,1
625,49950400,50000000,1
626,50044548,50144548,1
627,50246754,50346754,1
628,50356656,50456656,1
629,50574369,50768573,1
630,50668573,50768573,1
631,50886369,51000000,1
632,50980580,51000000,1
633,51125935,51393031,1
634,51136859,51393031,1
635,51198355,51393031,1
636,51293031,51393031,1
637,51510385,51704529,1
638,51604529,51704529,1
639,51822343,52000000,1
640,51916851,52000000,1
641,52134356,52328506,1
642,52228506,52328506,1
643,52446340,52689179,1
644,52540523,52689179,1
645,52575468,52689179,1
646,52585730,52689179,1
647,52586443,52689179,1
648,52586681,52689179,1
649,52586932,52689179,1
650,52587183,52689179,1
651,52587431,52689179,1
652,52587678,52689179,1
653,52587927,52689179,1
654,52588182,52689179,1
655,52588429,52689179,1
656,52588676,52689179,1
657,52588926,52689179,1
658,52589179,52689179,1
659,52758338,52952559,1
660,52809941,52952559,1
661,52852559,52952559,1
662,53070322,53264509,1
663,53164509,53264509,1
664,53382345,53576526,1
665,53476526,53576526,1
666,53694321,53888541,1
667,53788541,53888541,1
668,54006335,54200495,1
669,54025380,54200495,1
670,54036500,54200495,1
671,54100495,54200495,1
672,54318310,54513339,1
673,54413339,54513339,1
674,54630302,54824576,1
675,54724576,54824576,1
676,54942314,55000000,1
677,55036553,55136553,1
678,55254288,55448776,1
679,55348776,55448776,1
680,55475556,55810982,1
681,55485806,55810982,1
682,55487001,55810982,1
683,55487222,55810982,1
684,55487467,55810982,1
685,55487717,55810982,1
686,55487971,55810982,1
687,55488220,55810982,1
688,55488466,55810982,1
689,55488715,55810982,1
690,55488965,55810982,1
691,55489215,55810982,1
692,55489464,55810982,1
693,55489712,55810982,1
694,55566273,55810982,1
695,55660627,55810982,1
696,55710982,55810982,1
697,55878301,56000000,1
698,55972633,56000000,1
699,56190306,56384609,1
700,56284609,56384609,1
701,56486749,56586749,1
702,56596476,56696476,1
703,56814253,57000000,1
704,56908532,57000000,1
705,56925969,57000000,1
706,56936530,57000000,1
707,57126290,57320458,1
708,57220458,57320458,1
709,57438290,57632459,1
710,57532459,57632459,1
711,57750291,57944459,1
712,57844459,57944459,1
713,58046685,58146685,1
714,58156473,58256473,1
715,58374193,58569214,1
716,58375605,58569214,1
717,58385871,58569214,1
718,58386498,58569214,1
719,58386736,58569214,1
720,58386989,58569214,1
721,58387235,58569214,1
722,58387482,58569214,1
723,58387731,58569214,1
724,58387986,58569214,1
725,58388232,58569214,1
726,58388480,58569214,1
727,58388728,58569214,1
728,58388984,58569214,1
729,58389229,58569214,1
730,58469214,58569214,1
731,58609804,58786240,1
732,58686240,58786240,1
733,58796068,58896068,1
734,59013852,59208016,1
735,59108016,59208016,1
736,59325841,59520060,1
737,59420060,59520060,1
738,59637812,59936998,1
739,59732018,59936998,1
740,59825520,59936998,1
741,59836998,59936998,1
